Codigo,Apelido,Razao Social,Endereco,Bairro,Cidade,ES,CEP,DDD/TEL/FAX,CNPJ,INSC.Estadual,Contato,Email,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12,order_13,order_14,order_15,order_16,order_17,order_18,order_19,order_20,order_21,order_22,order_23,order_24,order_25,order_26,order_27,order_28,order_29,order_30,order_31,order_32,order_33,order_34,order_35,order_36,order_37,order_38,order_39,order_40,order_41,order_42,order_43,order_44,order_45,order_46,order_47,order_48,order_49,order_50,last_order
11712,DOYANG,DOYANG IMP E EXPORTACAO EIRELI,"RUA MILLE, 584",BRAS,SAO PAULO,SP,03011-010,11 / 3228-5416 / 95500-8999,19.787.651/0001-00,143.276.310.119,,,"['0R6202', '086541', '04/02/2020', '347.00', '61', 'Singular(F)']","['0R6204', '086520', '04/02/2020', '337.90', '61', 'Singular(F)']","['0R6206', '086514', '04/02/2020', '355.80', '61', 'Singular(F)']","['0R4599', '083882', '04/11/2019', '1038.00', '202', 'Singular(F)']","['009163', '082524', '24/09/2019', '204.00', '41', 'Singular(F)']","['0R3343', '082164', '12/09/2019', '1669.00', '332', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-04
11714,ROSS TECIDOS,ROSS TECIDOS EIRELI,"RUA JOUBERT DE CARVALHO, 791",ZONA 01,MARINGA,PR,87013-200,44 / 3047-9215 / 99765-6177,30.306.524/0001-76,90779536-52,,rosstecidos@hotmail.com,"['0R3000', '067190', '19/08/2019', '154.00', '31', 'Singular']","['0R2998', '066951', '12/08/2019', '155.50', '31', 'Singular']","['007665', '080837', '05/08/2019', '61.50', '11', 'Singular(F)']","['007663', '066556', '01/08/2019', '51.00', '11', 'Singular']","['007662', '080742', '01/08/2019', '359.50', '61', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-19
11715,M F F MODAS,M F F MODAS FEMININA EIRELI,"RUA TIERS, 184LOJA 1009",PARI,SAO PAULO,SP,03031-000,11 / 96272-9957 / ,30.999.308/0001-53,119.730.149.117,,mffmodasfeminina@bol.com.br,"['105861', '000140', '18/11/2020', '724.70', '142', 'LetteBrasil(F)']","['105860', '000128', '17/11/2020', '508.00', '102', 'LetteBrasil(F)']","['B93319', '044679', '24/09/2020', '422.50', '81', 'Intercommerce']","['B93321', '090179', '23/09/2020', '495.00', '91', 'Singular(F)']","['B93320', '000116', '23/09/2020', '327.00', '61', 'FIBRA COLORIDA']","['016757', '003613', '29/07/2020', '210.00', '41', 'FIBRA FANTASIA']","['016756', '089058', '29/07/2020', '217.30', '41', 'Singular(F)']","['015390', '087919', '12/03/2020', '666.50', '132', 'Singular(F)']","['015389', 'Corte', '10/03/2020', '413.00', '81', 'Singular']","['012155', '085174', '10/12/2019', '1131.10', '222', 'Singular(F)']","['012156', '085157', '09/12/2019', '210.50', '41', 'Singular(F)']","['011953', '085002', '04/12/2019', '312.00', '61', 'Singular(F)']","['011954', '084963', '02/12/2019', '261.00', '51', 'Singular(F)']","['011123', '084428', '13/11/2019', '154.00', '31', 'Singular(F)']","['011122', '084331', '12/11/2019', '399.00', '71', 'Singular(F)']","['M10335', '083663', '25/10/2019', '740.00', '142', 'Singular(F)']","['010333', '083615', '23/10/2019', '482.00', '91', 'Singular(F)']","['0M9951', '083350', '16/10/2019', '367.00', '71', 'Singular(F)']","['MF9618', '083056', '07/10/2019', '345.00', '61', 'Singular(F)']","['008282', '082006', '06/09/2019', '413.00', '71', 'Singular(F)']","['008282', 'Corte', '21/08/2019', '300.00', '51', 'FIO FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-18
11716,LFA MALHAS,LFA MALHAS LTDA,"RUA SANTOS DUMONT, 40GALPAO 01",SANTA TEREZINHA,BRUSQUE,SC,88352-200,47 / 3049-1094 / ,32.517.557/0001-90,258945524,,nfe@lfamalhas.com.br,"['IND003', '084351', '13/11/2019', '11178.00', '232', 'Singular(F)']","['IND002', '083519', '22/10/2019', '10206.00', '212', 'Singular(F)']","['IND001', '080831', '02/08/2019', '5832.00', '122', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-13
11718,PRIMATEX TEXTIL,PRIMATEX TEXTIL LTDA,"AV SAO PAULO, 460Q79 LT06",SETOR CAMPINAS,GOIANIA,GO,74510-030,62 / 3291-7038 / ,34.221.914/0001-02,10.767.395-9,,textil@gmail.com,"['012319', '070142', '11/12/2019', '746.00', '122', 'Singular']","['012321', '070145', '11/12/2019', '392.00', '71', 'Singular']","['010876', '084263', '11/11/2019', '196.50', '31', 'Singular(F)']","['10875A', '069393', '08/11/2019', '319.00', '61', 'Singular']","['010875', '069392', '08/11/2019', '532.50', '102', 'Singular']","['0R4307', '068755', '18/10/2019', '642.50', '122', 'Singular']","['0P9997', '083332', '15/10/2019', '750.00', '152', 'Singular(F)']","['009077', '067960', '19/09/2019', '99.45', '51', 'Singular']","['0R3071', '067587', '04/09/2019', '196.25', '102', 'Singular']","['PT2908', '081740', '03/09/2019', '5750.10', '982', 'Singular(F)']","['008064', '081281', '15/08/2019', '1140.50', '182', 'Singular(F)']","['008063', '043496', '14/08/2019', '394.00', '81', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-11
11719,LIMONADA PINK,LIMONADA PINK,"R JOUBERT DE CARVALHO, 779LOJA 03",ZONA 01,MARINGA,PR,87013-200,44 / 3222-6675 / ,19.761.944/0001-00,90694039-61,,financeiro@limonadapink.com.br,"['021908', '046108', '25/05/2021', '334.60', '61', 'Intercommerce']","['021467', '046047', '30/04/2021', '453.50', '81', 'Intercommerce']","['020706', '091726', '23/02/2021', '399.00', '202', 'Singular(F)']","['020705', '045733', '23/02/2021', '930.00', '142', 'Intercommerce']","['019043', '044914', '16/10/2020', '204.00', '31', 'Intercommerce']","['017024', '089262', '07/08/2020', '837.00', '422', 'Singular(F)']","['12761B', 'Corte', '15/01/2020', '99.00', '51', 'FIBRA FANTASIA']","['12761B', '085706', '15/01/2020', '99.00', '51', 'Singular(F)']","['012761', '085705', '15/01/2020', '98.50', '51', 'Singular(F)']","['012760', '070561', '15/01/2020', '129.10', '31', 'Singular']","['012761', 'Corte', '14/01/2020', '197.50', '102', 'FIBRA FANTASIA']","['0R5602', '085361', '17/12/2019', '200.00', '102', 'Singular(F)']","['0R5602', 'Corte', '17/12/2019', '200.00', '102', 'FIBRA FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-25
11720,SOUZA & FAVERI,SOUZA & FAVERI IND E COM ATACADISTA LTDA ME,"R FRANCISCO RUFINO ORIGE, 40",LOGOAO,ARARANGUA,SC,88904-326,48 / 3527-0906 / ,12.005.080/0001-57,256102570,,mazzurimodas@hotmail.com,"['019609', '091033', '24/11/2020', '165.50', '31', 'Singular(F)']","['014897', '087400', '21/02/2020', '216.40', '41', 'Singular(F)']","['011893', '084953', '02/12/2019', '209.90', '41', 'Singular(F)']","['008132', '067177', '19/08/2019', '107.90', '21', 'Singular']","['SF7794', '081046', '08/08/2019', '115.00', '21', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-24
11721,HELETRIZ MODAS,HELETRIZ MODAS LTDA ME,"ROD WASHINGTON LUIZ, 6720ARE2A G BOX 126",JARDIM GRAMACHO,DUQUE DE CAXIAS,RJ,25065-007,24 / 2243-8762 / ,28.070.339/0001-83,87.390.241,,oacttus@gmail.com,"['0S1805', '045874', '03/03/2021', '178.00', '31', 'Intercommerce']","['RN1499', '045539', '04/02/2021', '195.00', '31', 'Intercommerce']","['011211', '084440', '14/11/2019', '627.00', '122', 'Singular(F)']","['011210', '069537', '13/11/2019', '1161.30', '212', 'Singular']","['007799', '066840', '09/08/2019', '636.00', '122', 'Singular']","['HE7800', '081094', '09/08/2019', '528.50', '91', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-03
11723,C EST TOUT,C EST TOUT COMERCIO EIRELI,"RUA JARDIM MINERVA, 59CASA 9",CERQUEIRA CESAR,SAO PAULO,SP,01417-050,11 / 3063-0513 / ,30.110.681/0001-01,119.265.135.110,,nfe@cesttout.com.br,"['007883', '081235', '13/08/2019', '20.00', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-13
11726,ESC VESTUARIO,ESC VESTUARIO E ACESSORIOS LTDA,"R JULIETA NIEMEYER, 209",SAO CONRADO,RIO DE JANEIRO,RJ,22610-190,21 / 99952-6331 / 99984-5558,26.984.323/0001-50,87303489,,denisemansur@escbrand.com; esc@escbrand.com,"['016953', '089200', '05/08/2020', '190.50', '41', 'Singular(F)']","['016291', '088781', '15/07/2020', '3.00', '31', 'Singular(F)']","['013094', '085914', '20/01/2020', '107.40', '21', 'Singular(F)']","['012539', '085482', '08/01/2020', '50.50', '11', 'Singular(F)']","['012538', '070277', '07/01/2020', '85.20', '21', 'Singular']","['011183', '084458', '14/11/2019', '3.00', '11', 'Singular(F)']","['010737', '084347', '12/11/2019', '3.00', '11', 'Singular(F)']","['011095', '069460', '11/11/2019', '105.00', '21', 'Singular']","['011096', '044128', '11/11/2019', '106.30', '21', 'Intercommerce']","['08356A', '067433', '30/08/2019', '84.80', '11', 'Singular']","['008356', '067266', '27/08/2019', '84.80', '11', 'Singular']","['008357', '081567', '26/08/2019', '66.70', '11', 'Singular(F)']","['008223', '067257', '23/08/2019', '3.00', '11', 'Singular']","['007829', '081042', '08/08/2019', '3.00', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-05
11727,NOVA TEXTIL,NOVA TEXTIL COM E IMP DE TECIDOS LTDA EPP,"RUA PEDRO DANTAS, 202",DIAS MACEDO,FORTALEZA,CE,60860-150, /  / ,09.077.522/0001-66,062152386,,ntextil@hotmail.com,"['009445', '082796', '01/10/2019', '9504.40', '1683', 'Singular(F)']","['009433', '082797', '01/10/2019', '5575.10', '1133', 'Singular(F)']","['NT9215', '082694', '01/10/2019', '3682.00', '752', 'Singular(F)']","['NT9150', '082548', '24/09/2019', '2119.00', '382', 'Singular(F)']","['008105', '081292', '15/08/2019', '9250.60', '1733', 'Singular(F)']","['NT7822', '081041', '08/08/2019', '4610.50', '862', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-01
11728,NANITA FILIAL,NANITA MODAS COMERCIO DE ROUPAS LTDA ME,"RUA TRIESTE, 720Q 07 LT 07",JARDIM EUROPA,GOIANIA,GO,74325-120,62 / 3247-5904 / ,18.458.564/0002-19,107349108,,nanitamodas@gmail.com,"['016493', '088887', '20/07/2020', '579.90', '112', 'Singular(F)']","['0R7146', '071919', '17/02/2020', '213.00', '41', 'Singular']","['0R7270', '071813', '14/02/2020', '97.00', '21', 'Singular']","['0R7271', '071805', '14/02/2020', '131.00', '31', 'Singular']","['0R7145', '071790', '14/02/2020', '50.00', '11', 'Singular']","['0R7144', '071681', '12/02/2020', '103.00', '21', 'Singular']","['013877', '086895', '11/02/2020', '295.00', '51', 'Singular(F)']","['0R7147', '071437', '04/02/2020', '451.50', '81', 'Singular']","['013079', '085927', '21/01/2020', '575.30', '91', 'Singular(F)']","['013078', '070715', '20/01/2020', '60.00', '11', 'Singular']","['0R4346', '068602', '10/10/2019', '117.00', '21', 'Singular']","['EDM44A', '068173', '27/09/2019', '122.00', '21', 'Singular']","['08964A', '067869', '17/09/2019', '50.80', '11', 'Singular']","['008963', '067856', '17/09/2019', '110.00', '21', 'Singular']","['0N7839', '081093', '09/08/2019', '182.00', '31', 'Singular(F)']","['007838', '043464', '09/08/2019', '670.50', '112', 'Intercommerce']","['007837', '066845', '09/08/2019', '502.00', '91', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-20
11730,BETANIA DA SILVA,BETANIA DA SILVA LIMA EIRELI,"R GERINO BELMIRO DOS SANTOS, 455MEZANINO",FAZENDO DA ARMAÇÃO,GOVERNADOR CELSO RAMOS,SC,88190-000,47 / 3262 -9067 / ,24.425.675/0001-40,257925597,,financeiro@chamelle.com.br,"['008080', '043498', '16/08/2019', '3.00', '11', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-16
11732,SARA MACHADO,SARA MACHADO DOS SANTOS,"RUA FORMOSA, 833QB LT9",INDUSTRIAL MOOCA,GOIANIA,GO,74420-201,62 / 99124-7077 / ,34.054.741/0001-77,10.765.629-9,,pedrohenriquecm.rep@gmail.com,"['012175', '044196', '06/12/2019', '600.00', '122', 'Intercommerce']","['010641', '083967', '05/11/2019', '120.00', '21', 'Singular(F)']","['010506', '069196', '05/11/2019', '616.00', '122', 'Singular']","['08104A', '067214', '19/08/2019', '842.00', '152', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-06
11733,VICENTE CESPEDES,VICENTE CESPEDES,"RUA DA MOOCA, 937",MOOCA,SÃO PAULO,SP,03103-001,11 / 94659-4071 / ,17.938.142/0001-05,129.679.076.114,,,"['0R9141', '000096', '16/11/2020', '2572.80', '432', 'LetteBrasil(F)']","['007305', '087489', '02/03/2020', '79.00', '81', 'Singular(F)']","['0R7306', '087166', '17/02/2020', '61.00', '61', 'Singular(F)']","['R4581A', '083973', '06/11/2019', '116.00', '122', 'Singular(F)']","['0R4579', '083914', '04/11/2019', '216.00', '222', 'Singular(F)']","['0R3859', '083505', '21/10/2019', '471.00', '502', 'Singular(F)']","['0R3600', '082466', '23/09/2019', '246.00', '262', 'Singular(F)']","['R36022', '082247', '16/09/2019', '120.34', '112', 'Singular(F)']","['0R3604', '082175', '12/09/2019', '332.80', '312', 'Singular(F)']","['VR3333', '082057', '09/09/2019', '317.00', '292', 'Singular(F)']","['0R8450', '081757', '03/09/2019', '105.25', '81', 'Singular(F)']","['3041RR', '002955', '20/08/2019', '239.92', '202', 'FIO FANTASIA']","['0R3041', 'Corte', '19/08/2019', '1153.50', '202', 'FIO FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-16
11735,Y MODA FESTA,Y MODA FESTA COM DE ROUPAS LTDA,"RUA RODRIGUES DOS SANTOS, 718",BRAS,SAO PAULO,SP,03009-010,11 / 2618-5191 / 2618-5190,33.700.705/0001-70,126.126.457.117,,loja@yunite.com.br,"['006047', '088081', '16/03/2020', '141.00', '152', 'Singular(F)']","['0R6042', '087030', '13/02/2020', '72.30', '41', 'Singular(F)']","['006043', '086259', '27/01/2020', '128.00', '112', 'Singular(F)']","['006044', '086262', '27/01/2020', '113.00', '102', 'Singular(F)']","['06046A', '086013', '22/01/2020', '94.00', '81', 'Singular(F)']","['00724Y', '003228', '13/01/2020', '1728.70', '362', 'FIBRA FANTASIA']","['100724', 'Corte', '10/01/2020', '1728.70', '362', 'FIBRA FANTASIA']","['0R5165', '084968', '02/12/2019', '390.00', '252', 'Singular(F)']","['101874', '084929', '02/12/2019', '301.00', '202', 'Singular(F)']","['101874', 'Corte', '02/12/2019', '1050.00', '202', 'FIBRA FANTASIA']","['10532M', '083729', '29/10/2019', '93.42', '81', 'Singular(F)']","['967193', '083725', '29/10/2019', '457.00', '422', 'Singular(F)']","['B96719', 'Corte', '28/10/2019', '2535.70', '422', 'FIBRA FANTASIA']","['N10084', '083325', '15/10/2019', '74.00', '61', 'Singular(F)']","['B98426', '081392', '19/08/2019', '719.00', '122', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-16
11736,FERNANDO DA LUZ,FERNANDA DA LUZ,"RUA DOIS DE SETEMBRO, 202APT 302",ITOUPAVA NORTE,BLUMENAU,SC,89052-000,47 / 98425-0857 / ,06.137.198/0001-36,258883065,,huna.textil@gmail.com,"['010132', '044038', '15/10/2019', '143.50', '31', 'Intercommerce']","['009364', '082856', '03/10/2019', '4.00', '11', 'Singular(F)']","['008243', '067253', '23/08/2019', '4.00', '11', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-15
11737,FFCJ,FFCJ IND DE CONFECCOES EIRELI,"RUA VERGUEIRO, 4508",VILA MARIANA,SAO PAULO,SP,04102-002,11 / 3816.6066 / 5645.2003,34.163.976/0001-05,126.370.446.113,,comprasfabrica@joge.com.br; financeiro@joje.com.br,"['105908', '000010', '04/12/2020', '1483.50', '892', 'PURA FIBRA']","['B94066', '089989', '15/09/2020', '536.81', '312', 'Singular(F)']","['107018', '003667', '14/08/2020', '1270.45', '732', 'FIBRA FANTASIA']","['B98632', '003454', '11/05/2020', '4.30', '21', 'FIBRA FANTASIA']","['B10706', '003347', '19/02/2020', '1485.93', '882', 'FIBRA FANTASIA']","['100409', '003279', '30/01/2020', '9.69', '21', 'FIBRA FANTASIA']","['101552', '003151', '26/11/2019', '1076.35', '592', 'FIBRA FANTASIA']","['101551', '003152', '26/11/2019', '1420.05', '792', 'FIBRA FANTASIA']","['0F1111', '003134', '11/11/2019', '17.55', '11', 'FIBRA FANTASIA']","['101553', '003130', '07/11/2019', '20.75', '11', 'FIBRA FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-04
11738,IK JO KIM,IK JO KIM,"RUA JOSE PAULINO, 691LOJA 123",BOM RETIRO,SAO PAULO,SP,01120-001,11 / 3532-1769 / ,22.981.900/0003-61,119.842.930.111,,af.conf@hotmail.com,"['15405A', '087923', '12/03/2020', '275.00', '61', 'Singular(F)']","['015405', 'Corte', '10/03/2020', '275.00', '61', 'Singular']","['0R7010', '087568', '02/03/2020', '736.60', '132', 'Singular(F)']","['0R7010', 'Corte', '28/02/2020', '736.60', '132', 'Singular']","['014588', '087210', '18/02/2020', '242.50', '61', 'Singular(F)']","['014594', '003323', '14/02/2020', '971.70', '162', 'FIBRA FANTASIA']","['014091', '086837', '07/02/2020', '543.00', '132', 'Singular(F)']","['014092', '086838', '07/02/2020', '77.00', '21', 'Singular(F)']","['109842', '086407', '31/01/2020', '568.00', '112', 'Singular(F)']","['109843', '003270', '27/01/2020', '393.00', '81', 'FIBRA FANTASIA']","['013388', '086236', '24/01/2020', '407.00', '81', 'Singular(F)']","['013375', '086199', '24/01/2020', '887.30', '142', 'Singular(F)']","['012264', '085212', '10/12/2019', '523.00', '102', 'Singular(F)']","['011772', '003161', '26/11/2019', '160.40', '31', 'FIBRA FANTASIA']","['0R4531', '084482', '18/11/2019', '556.30', '91', 'Singular(F)']","['011146', '084408', '13/11/2019', '579.00', '102', 'Singular(F)']","['0R4239', '084083', '07/11/2019', '100.00', '51', 'Singular(F)']","['0R4237', '084084', '07/11/2019', '300.00', '152', 'Singular(F)']","['010864', '003127', '06/11/2019', '455.50', '91', 'FIBRA FANTASIA']","['010863', '083988', '06/11/2019', '303.70', '61', 'Singular(F)']","['010465', '083714', '28/10/2019', '477.40', '81', 'Singular(F)']","['0R3686', '082997', '07/10/2019', '748.00', '142', 'Singular(F)']","['B98737', '082638', '27/09/2019', '135.00', '21', 'Singular(F)']","['0R3346', '003035', '19/09/2019', '742.30', '132', 'FIBRA FANTASIA']","['0R3598', '082336', '19/09/2019', '622.00', '102', 'Singular(F)']","['0R3348', '082102', '09/09/2019', '399.50', '91', 'Singular(F)']","['0Q9061', '081646', '02/09/2019', '673.00', '122', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,2020-03-12
11739,CONFECCOES ADARA,CONFECCOES ADARA LTDA,"RUA SAO FELICIANO, 133",PARQUE SAO LUIS,SAO PAULO,SP,02840-090,11 / 2496-5909 / ,04.642.296/0001-03,116.213.747.119,,conf.adara@hotmail.com,"['020060', '045303', '19/01/2021', '390.00', '71', 'Intercommerce']","['018897', 'Corte', '13/10/2020', '2.00', '11', 'Singular(F)']","['0R7551', '088106', '17/03/2020', '358.80', '71', 'Singular(F)']","['015531', '088065', '16/03/2020', '102.00', '21', 'Singular(F)']","['0R7551', 'Corte', '16/03/2020', '358.80', '71', 'Singular']","['0R7552', '087227', '18/02/2020', '888.00', '162', 'Singular(F)']","['014126', '086714', '06/02/2020', '1029.60', '192', 'Singular(F)']","['012568', '085550', '10/01/2020', '722.10', '132', 'Singular(F)']","['011452', '084931', '02/12/2019', '207.80', '41', 'Singular(F)']","['011451', '084817', '27/11/2019', '276.50', '51', 'Singular(F)']","['010645', '083886', '04/11/2019', '668.20', '122', 'Singular(F)']","['009977', '083288', '14/10/2019', '712.00', '142', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19
11740,GRIFE TEXTIL(F),GRIFE TEXTIL LTDA,"RUA MARCOS ARRUDA, 865",BELENZINHO,SAO PAULO,SP,03020-000, /  / ,08.780.971/0008-80,126.145.790.114,,,"['GT1203', 'Corte', '12/03/2020', '59.50', '11', 'FIBRA FANTASIA']","['0GT002', '081729', '02/09/2019', '5143.10', '772', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-12
11742,ULL MODA,ULL MODA LTDA,"ESTRADA DOS PALMARES, 1000LOTE 02 PAL 48746",PACIENCIA,RIO DE JANEIRO,RJ,23065-900,21 / 2555-3140 / 25553002,27.361.689/0001-36,87.356.42-6,,aflor@ullmoda.com.br; nfe@ullmoda.com.br,"['020132', '091819', '04/03/2021', '5169.10', '1043', 'Singular(F)']","['18842B', '090694', '27/10/2020', '1124.50', '202', 'Singular(F)']","['18840A', '090692', '27/10/2020', '807.00', '142', 'Singular(F)']","['16715C', '003867', '27/10/2020', '2209.40', '452', 'FIBRA FANTASIA']","['018841', '090680', '26/10/2020', '474.50', '112', 'Singular(F)']","['018842', '090682', '26/10/2020', '863.50', '152', 'Singular(F)']","['ULL001', '090099', '21/09/2020', '10298.40', '2483', 'Singular(F)']","['16713A', '090031', '17/09/2020', '1809.20', '362', 'Singular(F)']","['16721A', '090022', '16/09/2020', '3297.50', '612', 'Singular(F)']","['L2407L', '090020', '16/09/2020', '2000.60', '922', 'Singular(F)']","['16719A', '090018', '16/09/2020', '10058.60', '1713', 'Singular(F)']","['A16716', '090016', '16/09/2020', '2308.00', '502', 'Singular(F)']","['16720A', '089922', '11/09/2020', '1088.30', '202', 'Singular(F)']","['16716B', '089920', '11/09/2020', '1355.50', '302', 'Singular(F)']","['16715A', '089918', '11/09/2020', '2209.40', '452', 'Singular(F)']","['16714A', '089916', '11/09/2020', '7580.10', '1393', 'Singular(F)']","['16712A', '089914', '11/09/2020', '1715.40', '322', 'Singular(F)']","['0R7320', '072113', '28/02/2020', '1897.00', '332', 'Singular']","['013837', '086878', '11/02/2020', '1259.40', '212', 'Singular(F)']","['013280', '086270', '27/01/2020', '3628.00', '682', 'Singular(F)']","['013284', '071126', '27/01/2020', '1196.90', '222', 'Singular']","['013264', '071128', '27/01/2020', '1104.00', '192', 'Singular']","['013141', '086195', '24/01/2020', '1678.30', '342', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-04
11743,MADSON FONTENELE,MADSON FONTENELE OLIVEIRA ME,"R MAJOR FACUNDO, 294",CENTRO,FORTALEZA,CE,60025-100,85 / 3122-8563 / ,11.400.735/0001-29,06.389056-9,,madsonfontenele@hotmail.com,"['B97053', '089154', '03/08/2020', '6009.40', '1073', 'Singular(F)']","['016572', '088956', '23/07/2020', '1114.40', '232', 'Singular(F)']","['108275', '088790', '15/07/2020', '6432.40', '1173', 'Singular(F)']","['0M8239', '081538', '23/08/2019', '773.00', '91', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-03
11746,ELIZANGELA PEREIRA,ELIZANGELA PEREIRA DA SILVA,"AV OURO VERDE DE MINAS, 1149",JD IMPERADOR,SAO PAULO,SP,03937-090,11 / 98490-7309 / ,34.078.969/0001-05,126.332.242.111,,,"['EP9802', 'Corte', '07/10/2019', '313.60', '61', 'FIBRA FANTASIA']","['0E9121', '082607', '25/09/2019', '97.00', '91', 'Singular(F)']","['E9121A', '082608', '25/09/2019', '22.00', '21', 'Singular(F)']","['009122', '082483', '23/09/2019', '152.00', '132', 'Singular(F)']","['009120', '082484', '23/09/2019', '97.00', '81', 'Singular(F)']","['0E9123', 'Corte', '19/09/2019', '122.00', '21', 'FIO FANTASIA']","['BV8265', '081514', '22/08/2019', '58.40', '51', 'Singular(F)']","['RR8265', '081513', '22/08/2019', '46.50', '51', 'Singular(F)']","['008266', 'Corte', '21/08/2019', '237.50', '41', 'FIO FANTASIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-07
